idx,prem,hyp,batch_name,uploaded_at,source_file
1826,"Pero eso no era más que una máscara para su furia, y su veneno era evidente para todos.",Su toxicidad viene de una infancia difícil.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1827,¿Levasseur? Él sonrió un poco.,Él no sonrió en absoluto.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1828,¿Levasseur? Él sonrió un poco.,Mantuvo la boca cerrada mientras sonreía un poco.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1829,¿Levasseur? Él sonrió un poco.,Sonrió ligeramente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1830,"HOSTILIDADES En el gran puerto de Buenos Aires, lo suficientemente amplio como para dar amarre a los barcos de todas las armadas del mundo, La Argentina estaba fondeada.",La Argentina a menudo se enfrentaba solo a los mejores miembros de la tripulación.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1831,"HOSTILIDADES En el gran puerto de Buenos Aires, lo suficientemente amplio como para dar amarre a los barcos de todas las armadas del mundo, La Argentina estaba fondeada.","La Argentina no se veía en el puerto de Buenos Aires, ya que era demasiado chico para el gran barco.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1832,"HOSTILIDADES En el gran puerto de Buenos Aires, lo suficientemente amplio como para dar amarre a los barcos de todas las armadas del mundo, La Argentina estaba fondeado.",El barco llamado La Argentina había atracado en el gran puerto de Buenos Aires.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1833,Se dirigió a San Martín.,Le dio un gran abrazo a José.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1834,Se dirigió a San Martín.,Se lo tiró al señor José.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1835,Se dirigió a San Martín.,Se giró hacia San Martín.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1836,"Buenos días a vos, dijo, y añadió Metí la pata de mala manera, así que lo hice.","Buenas noches para vos, le dijo.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1837,"Buenos días a vos, dijo, y añadió Metí la pata de mala manera, así que lo hice.",Le había dado los buenos días por respeto.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1838,"Buenos días a vos, dijo, y añadió Metí la pata de mala manera, así que lo hice.",Él le había deseado a él buenos días.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1839,"Dio un paso atrás, un hombre desconcertado e impotente.",No lo afectó para nada.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1840,"Dio un paso atrás, un hombre desconcertado e impotente.",Él estaba conmocionado y sorprendido.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1841,"Dio un paso atrás, un hombre desconcertado e impotente.",Su reacción demostró que estaba profundamente herido.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1842,"Aunque incluso algunos de ellos deberían saberlo mejor, ya que todavía hay algunos en Barbados con nosotros, y se conocen con el Coronel Rodríguez, como vos y yo.",Ninguno de nosotros conoce al coronel Rodríguez.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1843,"Aunque incluso algunos de ellos deberían saberlo mejor, ya que todavía hay algunos en Barbados con nosotros, y se conocen con el Coronel Rodríguez, como vos y yo.",Estamos familiarizados con el Coronel Rodríguez.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1844,"Aunque incluso algunos de ellos deberían saberlo mejor, ya que todavía hay algunos en Barbados con nosotros, y se conocen con el Coronel Rodríguez, como vos y yo.",Nosotros también conocemos al Capitán Bouchard.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1845,"Pérez, medio vestido con camisa y pantalones, se apoyó contra la barandilla y lo observó, una preocupación inconfundible impresa en su semblante franco y justo.",Pérez llevaba un traje de Batman.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1846,"Pedro, medio vestido con camisa y pantalones, se apoyó contra la barandilla y lo observó, una preocupación inconfundible impresa en su semblante franco y justo.",Pedro llevaba puesta una camisa y pantalones.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1847,"Pitt, medio vestido con camisa y pantalones, se apoyó contra la barandilla y lo observó, una preocupación inconfundible impresa en su semblante franco y justo.",Pitt llevaba una camisa blanca y pantalones de color marrón.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1848,"Esta será la señal para mentir, dijo Bouchard con la misma voz apática; y él soltó un suspiro.",Bouchard dijo que no se darían señales y que los demás tendrían que resolverlo por sí mismos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1849,"Esta será la señal para mentir, dijo Bouchard con la misma voz apática; y él soltó un suspiro.",Bouchard participó en un juego de póquer de alto riesgo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1850,"Esta será la señal para mentir, dijo Bouchard con la misma voz apática; y él soltó un suspiro.",Suspiró cuando Bouchard dijo algo de una señal.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1851,"¿Y estos son mejores?--¿Te da miedo un patán agricultor de Barbados? ¿Qué te aflige, Bouchard? Nunca te había visto asustado. Una pistola se disparó tras ellos.","Siempre supe que te asustarías fácilmente, Bouchard.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1852,"¿Y estos son mejores?--¿Te da miedo un patán agricultor de Barbados? ¿Qué te aflige, Bouchard? Nunca te había visto asustado. Una pistola se disparó tras ellos.",Realmente no sabía que Bouchard pudiera asustarse.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1853,"¿Y estos son mejores?--¿Te da miedo un patán agricultor de Barbados? ¿Qué te aflige, Hipólito? Nunca te había visto asustado.   Una pistola se disparó tras ellos.",Oyeron el disparo y supieron que se dirigía hacia ellos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1854,"Y a un par de millas después de ellos, vinieron apresurándose tres grandes barcos blancos.",Cada barco tenía doscientos pasajeros.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1855,"Y a un par de kilómetros después de ellos, vinieron apresurándose tres grandes barcos blancos.",No hay barcos visibles en ningún lado.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1856,"Y a un par de millas después de ellos, vinieron apresurándose tres grandes barcos blancos.",Tres barcos blancos vinieron.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1857,"Es nuestra única oportunidad, dije, y tenemos que tomarla. La mejor solución que tenía en mente el Capitán Bouchard era la que ya le había propuesto a López.",El Capitán Bouchard nunca había hablado con López antes.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1858,"Es nuestra única oportunidad, dije, y tenemos que tomarla. La mejor solución que tenía en mente el Capitán Bouchard era la que ya le había propuesto a López.",El Capitán Bouchard había hablado sobre el incidente con López previamente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1859,"Es nuestra única oportunidad, dije, y tenemos que tomarla. La mejor solución que tenía en mente el Capitán Bouchard era la que ya le había propuesto a López.",La oportunidad fue entonces y ahora.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1860,Los ojos grises del joven maestro lo rozaron.,El chico lo observó durante un minuto exactamente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1861,Los ojos grises del joven maestro lo rozaron.,El chico lo miró.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1862,Los ojos grises del joven maestro lo rozaron.,Los ojos verdes del chico nunca la miraron.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1863,"No sabía si los hombres cambiarían de opinión respecto a López, con el pánico originado por González.",Adrián no estaba seguro de si los aterrados hombres veían las cosas de un modo diferente a López.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1864,"No sabía si los hombres cambiarían de opinión respecto a López, con el pánico originado por González.",No estaba seguro de si los hombres asustados verían las cosas de forma diferente a López.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1865,"No sabía si los hombres cambiarían de opinión respecto a López, con el pánico originado por González.",No había dudas en su mente sobre cómo los hombres en pánico verían las cosas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1870,Lo acepto como la única manera de salvarnos a todos de la destrucción cierta que mis propios actos hayan podido traer sobre nosotros.,No se sabía cómo el problema podría resolverse fácilmente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1872,"Yo... no puedo pensar por qué deberías hablarme así, dijo ella, con menos de lo que le había asegurado antes.",Ella no sabía por qué él se dirigía a ella de esa manera.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1874,"Yo... no puedo pensar por qué deberías hablarme así, dijo ella, con menos de lo que le había asegurado antes.","Ella era una buena amiga de él, por esto le dolía que le hablara así.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1875,"Y en este momento, el tonto quijotesco corre hacia el peligro en nuestro nombre.",Ahora mismo va directo hacia el peligro.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1876,"Y en este momento, el tonto quijotesco corre hacia el peligro en nuestro nombre.",El huyó para evitar entrar en peligro.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1877,"Y en este momento, el tonto quijotesco corre hacia el peligro en nuestro nombre.",Se dirigirá al peligro nuevamente mañana.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1878,Una sonrisa delgada y agria estalló en los altivos labios del oficial.,El agente de policía nunca sonrió.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1879,Una sonrisa delgada y agria estalló en los altivos labios del oficial.,El oficial sonrió durante cuarenta minutos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1880,Una sonrisa delgada y agria estalló en los altivos labios del oficial.,El oficial sonrió.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1881,¡Para que puedas ser caritativo de alguna manera! rió suavemente.,"Fue generoso, ya que les había dado a los demás mucha comida.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1882,¡Para que puedas ser caritativo de alguna manera! rió suavemente.,"A veces, usted puede ser bastante generoso lo dijo con una sonrisa.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1883,¡Para que puedas ser caritativo de alguna manera! rió suavemente.,"Siempre sos tan codicioso, dijo con una sonrisa.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1884,¡Escuchen al caballero! se burló.,Se había burlado del hombre.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1885,¡Escuchen al caballero! se burló.,Se burlaron del caballero porque no estaba usando la vestimenta adecuada para la ocasión.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1887,"Las amenazas no servirán, capitán.","Era inaceptable tener amenazas, dijo una al Capitán.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1888,"Las amenazas no servirán, capitán.",El Capitán había amenazado.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1889,"Las amenazas no servirán, capitán.","Las amenazas definitivamente serán suficientes, Capitán.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1890,"La mirada del Capitán Bouchard recorrió las filas de aquellos tipos resueltos y de ojos fieros, luego se detuvo nuevamente en González.",El Capitán Bouchard tiene una visión 20/20.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1891,"La mirada del Capitán Bouchard recorrió las filas de aquellos tipos resueltos y de ojos fieros, luego se detuvo nuevamente en González.",El Capitán Bouchard está ciego.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1892,"La mirada del Capitán Bouchard recorrió las filas de aquellos tipos resueltos y de ojos fieros, luego se detuvo nuevamente en González.",El Capitán Bouchard miró a otros hombres antes de mirar a González.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1893,"Si estás pensando en tocar las fibras sensibles de Rodríguez, sos un boludo más grande de lo que siempre había pensado, González. Vos estabas con todo menos con pistolas.","Si González fuera listo, habría hecho que Rodríguez se enamorara de él.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1894,"Si estás pensando en tocar las fibras sensibles de Rodríguez, sos un boludo más grande de lo que siempre había pensado, González. Vos estabas con todo menos con pistolas.",González estaba muy enamorado de Rodríguez.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1895,"Si estás pensando en tocar las fibras sensibles del Coronel Rodríguez, sos un boludo más grande de lo que siempre había pensado, González. Vos estabas con todo menos con pistolas.",González sería un iluso si hubiera esperado tirar de las fibras del corazón del Coronel Rodríguez.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1896,"Había encontrado la única forma, y aunque no le gustara, debía hacerlo.",Sentía un profundo deseo de agarrarlo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1897,"Había encontrado la única forma, y aunque no le gustara, debía hacerlo.",Había elegido agarrarlo a pesar de ser desagradable para él.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1898,"Había encontrado la única forma, y aunque no le gustara, debía hacerlo.",Sin duda se estaba volviendo loco con la idea de tener que agarrarlo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1899,Me los tiró una y otra vez.,Él nunca me tiró nada.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1900,Me los tiró una y otra vez.,Él me los tiró 48 veces.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1901,Me los tiró una y otra vez.,Él me los tiró una y otra vez.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1902,Es decir: que ha sido notificado de la venida de San Martín.,Le dijeron de antemano sobre la llegada de San Martín.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1903,Es decir: que ha sido notificado de la venida de Don José de San Martín.,No se le dijo a ninguna persona que Don José de San Martín se acercaba rápidamente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1904,Es decir: que ha sido notificado de la venida de Don José de San Martín.,"Mientras no había mucha gente alrededor, Don José de San Martín hizo una gran aparición.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1905,"Ah, por favor. Había alarma real en su voz.",Su voz mostraba una actitud tranquila y relajada.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1906,"Ah, por favor. Había alarma real en su voz.",Su voz le dio una idea de su preocupación.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1907,"Ay, por favor. Había alarma real en su voz.",Estaba preocupada porque podría haber habido un incendio.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1908,"Temiendo traicionar a esta última, se refugió en la primera.",Pensó en esconderse en cualquiera de los dos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1909,"Temiendo traicionar a esta última, se refugió en la primera.",Ella no quería traicionar a uno así que se escondió en el otro.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1910,"Temiendo traicionar a esta última, se refugió en la primera.",A ella no le importaba dónde se escondió.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1911,"¡Usá ese tono! ¡Atrevete a usar ese tono!, gritó, sorprendiéndole por su vehemencia repentina.",Ella había permanecido en silencio con su encuentro con él.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1912,"¡Usá ese tono! ¡Atrevete a usar ese tono!, gritó, sorprendiéndole por su vehemencia repentina.","Ella había gritado muy alto, lo que le sorprendió.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1913,"¡Usá ese tono! ¡Atrevete a usar ese tono!, gritó, sorprendiéndole por su vehemencia repentina.",Gritó porque se pensaba que el señor estaba loco.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1914,Puede que hayas oído hablar de mí.,El capitán Calderón no tenía ojos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1916,Puede que hayas oído hablar de mí.,El Capitán Calderón lo miró fijamente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1917,No es eso. Pero estaban predestinados a malinterpretarse mutuamente.,Nunca se malentendieron entre sí.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1918,No es eso. Pero estaban predestinados a malinterpretarse mutuamente.,Estaban destinados a malinterpretarse el uno al otro.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1919,No es eso. Pero estaban predestinados a malinterpretarse mutuamente.,Siempre había malentendidos entre ellos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1920,"Si algo te sucediera, Hipólito, dijo, mientras Bouchard pasaba por el costado, es mejor que el coronel Rodríguez se cuide.","Rodríguez tenía manchas de vino por todas partes, cuando Bouchard se le acercó.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1921,"Si algo te sucediera, Hipólito, dijo, mientras Bouchard pasaba por el costado, es mejor que el coronel Rodríguez se cuide.",El coronel Rodríguez se aseguró de examinar a su persona.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1922,"Si algo te sucediera, Hipólito, dijo, mientras Bouchard pasaba por el costado, es mejor que el Coronel Rodríguez se cuide.","Es probable que no te pase nada, dijo Hipólito.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1923,"Conseguiré mi sombrero, mi bastón y mi espada, y desembarcaré en el bote.",Me quedaré acá y no iré a tierra.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1924,"Conseguiré mi sombrero, mi bastón y mi espada, y desembarcaré en el bote.",Voy a desembarcar solo en el bote chico.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1925,"Conseguiré mi sombrero, mi bastón y mi espada, y desembarcaré en el bote.",Voy a ir a tierra en el bote chico.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1926,"Debo regresar al Coronel Rodríguez para recibir mis órdenes, les dijo.",Dijo que no tenía que ir al Coronel Rodríguez para recibir órdenes.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
1927,"Debo regresar al Coronel Rodríguez para recibir mis órdenes, les dijo.",Les dijo que acudiría al Coronel Rodríguez a buscar órdenes.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1928,"Debo regresar al Coronel Rodríguez para recibir mis órdenes, les dijo.",Les dijo que iría al Coronel Rodríguez mañana por sus órdenes.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1929,"En un instante, el capitán Bouchard vio lo que tenían en mente.",El Capitán Bouchard leyó apresuradamente lo que las otras personas estaban pensando.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1930,"En un instante, el Capitán Bouchard vio lo que tenían en mente.","El Capitán Bouchard, por su propia vida, no podía entender qué tenían en mente.",xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1931,"En un instante, el capitán Bouchard vio lo que tenían en mente.",Es cierto que el Capitán Bouchard sabía cómo leer a las personas que estudiaban Psicología en su universidad.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1932,"Me esfuerzo todo lo que puedo, dijo.",Ella dijo que solo da lo mejor los viernes.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1934,"Me esfuerzo todo lo que puedo, dijo.",Ella dijo que nunca hace su mejor esfuerzo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1935,"Ah, pero, con su permiso, seguramente no hay nada que aprehender del Coronel Rodríguez.",El coronel Rodríguez probablemente no tenía nada que ganar.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1936,"Ah, pero, con su permiso, seguramente no hay nada que aprehender del Coronel Rodríguez.",El Coronel Rodríguez dijo algo que debía ser aprehendido con absoluto disgusto.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1937,"Ah, pero, con su permiso, seguramente no hay nada que temer del Coronel Rodríguez.",Se suponía que Rodríguez arrestaría a un delincuente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1939,"Me pregunto, ahora, dijo en breve, si la jugarreta está funcionando en vos.",Él cuestionó si los actos maliciosos fueron causados por vos o no.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1940,"Me pregunto, ahora, dijo en breve, si la jugarreta está funcionando en vos.",La fuente de la travesura no fue solo tuya.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1941,"Astuta defensa, él está de acuerdo.",Él había aprobado la astuta defensa.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1942,"Astuta defensa, él está de acuerdo.",Con toda probabilidad no aprobó la astuta defensa.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1943,"Astuta defensa, él lo aprobó.",Solamente lo aprobó porque era lo correcto entonces.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1944,"Tengo algo que enseñarte. Pensativo, San Martín montó a su compañero como le fue ordenado.",José se bajó de su montura cuando él le dijo que él no tenía nada que enseñar.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1945,"Tengo algo que enseñarte.Pensativo, San Martín montó a su compañero como le fue ordenado.",San Martín había montado a su compañero.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1946,"Tengo algo que enseñarte.Pensativo, San Martín montó a su compañero como le fue ordenado.",El compañero de Don José de San Martín era un caballo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1947,"Antes de que hayamos corrido otros ochocientos metros deberíamos estar dentro del rango. López juró en detalle, y luego de repente comprobó.","Manteniéndose en silencio, López se dio cuenta de que era imposible para ellos ponerse dentro del alcance.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1948,"Antes de que hayamos corrido otra media milla deberíamos estar dentro del rango. López juró en detalle, y luego de repente se contuvo.",López intentó dirigir su barco y estuvo muy cerca de provocar otra batalla.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1949,"Antes de que hayamos corrido otra media milla deberíamos estar dentro del rango. López juró en detalle, y luego de repente comprobó.",López dejó escapar una maldición cuando se dio cuenta de que faltaba media milla hasta que estuvieran al alcance.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1950,Él es caballeroso hasta el punto de la idiotez.,Incluso las mujeres piensan que él hace demasiado su caballerosidad.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1951,Él es caballeroso hasta el punto de la idiotez.,Realmente es demasiado caballeroso.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
