id,created_at,anotador_id,idx,respuesta,comentario_prem,comentario_hyp,quiere_mas,region,feedback_formato,palabras_marcadas
213,2026-05-04 02:47:40.835969+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,41,no,"Si, no se entiende, partes en i gles y castellano",,true,buenos_aires_amba,,[]
214,2026-05-04 02:47:59.319434+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,117,si,,,true,buenos_aires_amba,,[]
215,2026-05-04 02:48:37.217613+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,131,no,Si bueno busca??,,true,buenos_aires_amba,,[]
216,2026-05-04 02:48:50.912051+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,163,si,,,true,buenos_aires_amba,,[]
217,2026-05-04 02:49:11.101806+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,257,si,,,true,buenos_aires_amba,,[]
218,2026-05-04 02:49:25.707325+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,306,si,,,true,buenos_aires_amba,,[]
219,2026-05-04 02:49:43.839676+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,311,si,,,true,buenos_aires_amba,,[]
220,2026-05-04 02:50:03.939883+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,312,no,"Si, las direcciones",,true,buenos_aires_amba,,[]
221,2026-05-04 02:50:13.57025+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,332,si,,,true,buenos_aires_amba,,[]
222,2026-05-04 02:50:36.81307+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,342,no,El final.. dadada??,,true,buenos_aires_amba,,[]
223,2026-05-04 02:51:18.773345+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,348,no,"Si, no se entiende",,true,buenos_aires_amba,,[]
224,2026-05-04 02:51:27.418584+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,353,si,,,true,buenos_aires_amba,,[]
225,2026-05-04 02:51:37.072929+00,5fbfe904-b28c-488a-af2c-72da45e8ba31,357,si,,,true,buenos_aires_amba,,[]
226,2026-05-04 10:47:32.877001+00,910f902f-6a60-493a-b15c-7dfa887afede,687,si,,,true,buenos_aires_amba,bueno,[]
227,2026-05-04 10:49:42.186714+00,910f902f-6a60-493a-b15c-7dfa887afede,689,si,,,true,buenos_aires_amba,bueno,[]
228,2026-05-04 10:51:32.405498+00,910f902f-6a60-493a-b15c-7dfa887afede,1926,si,Bishop — Obispo? O es un apellido,,true,buenos_aires_amba,bueno,[]
229,2026-05-04 10:53:45.120483+00,910f902f-6a60-493a-b15c-7dfa887afede,3420,si,,,true,buenos_aires_amba,bueno,[]
230,2026-05-04 10:57:38.297533+00,910f902f-6a60-493a-b15c-7dfa887afede,3446,si,,,true,buenos_aires_amba,bueno,[]
231,2026-05-04 11:01:37.299137+00,910f902f-6a60-493a-b15c-7dfa887afede,3485,si,,,true,buenos_aires_amba,bueno,[]
232,2026-05-04 11:07:41.077833+00,910f902f-6a60-493a-b15c-7dfa887afede,3499,si,,,true,buenos_aires_amba,bueno,[]
233,2026-05-04 11:12:27.676117+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,3507,parcialmente,"para trabajar para muchos es raro.
para trabajar según mucha gente, ..",,true,buenos_aires_amba,Bueno,[]
234,2026-05-04 14:23:47.026017+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,3177,si,,,,,,[]
235,2026-05-04 14:23:47.26062+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,3177,parcialmente,,,,,,[]
236,2026-05-04 14:24:38.234245+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,3177,si,,,true,buenos_aires_amba,,[]
237,2026-05-04 14:56:22.663523+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3555,si,,,true,buenos_aires_amba,"muy buenas ",[]
238,2026-05-04 14:58:36.471995+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3585,si,,,true,buenos_aires_amba,"muy buenas ",[]
239,2026-05-04 14:58:47.224193+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3588,si,,,true,buenos_aires_amba,"muy buenas ",[]
240,2026-05-04 14:59:07.895916+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3615,parcialmente,,los educadores,true,buenos_aires_amba,"muy buenas ",[]
241,2026-05-04 15:00:05.742929+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3618,parcialmente,,"provino ",true,buenos_aires_amba,"muy buenas ",[]
242,2026-05-04 15:00:43.403364+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3628,parcialmente,,"lograremos ",true,buenos_aires_amba,"muy buenas ",[]
243,2026-05-04 15:02:23.242581+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3652,si,,,true,buenos_aires_amba,"muy buenas ",[]
244,2026-05-04 15:03:44.011712+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3654,no,"animo , debería ser fines ","animo debería ser fines ",true,buenos_aires_amba,"muy buenas ",[]
245,2026-05-04 15:06:46.421161+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3661,parcialmente,vemos lo mucho que debemos a los soñadores y a sus sueños.,,true,buenos_aires_amba,"muy buenas ",[]
246,2026-05-04 15:07:31.082789+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3698,parcialmente,,,true,buenos_aires_amba,"muy buenas ",[]
247,2026-05-04 15:07:49.960525+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3742,parcialmente,,,true,buenos_aires_amba,"muy buenas ",[]
248,2026-05-04 15:15:38.493098+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3758,si,,,true,buenos_aires_amba,"muy buenas ",[]
249,2026-05-04 15:15:57.635245+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3863,no,,,true,buenos_aires_amba,"muy buenas ",[]
250,2026-05-04 15:16:06.9769+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3877,si,,,true,buenos_aires_amba,"muy buenas ",[]
251,2026-05-04 15:34:23.800221+00,5ad221d2-ee1e-4524-8373-686f9faf2ed2,3897,no,,,true,buenos_aires_amba,"muy buenas ",[]
252,2026-05-14 17:42:25.274897+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,3242,1,,,,,,[]
253,2026-05-14 17:42:25.509318+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,3242,5,,,true,buenos_aires_amba,,[]
254,2026-05-14 17:49:54.856802+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,3261,5,,,true,buenos_aires_amba,,"[{""pos"":4,""source"":""prem"",""palabra"":""hubieran""},{""pos"":5,""source"":""prem"",""palabra"":""superado""}]"
255,2026-05-14 17:59:41.655768+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,3904,5,,,true,buenos_aires_amba,,"[{""pos"":3,""source"":""hyp"",""palabra"":""siempre""},{""pos"":9,""source"":""hyp"",""palabra"":""necesitan.""}]"
256,2026-05-14 18:00:02.733621+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,3925,5,,,true,buenos_aires_amba,,[]
257,2026-05-14 18:00:07.518338+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,3948,5,,,true,buenos_aires_amba,,"[{""pos"":9,""source"":""prem"",""palabra"":""menudo"",""reemplazo"":""general""},{""pos"":8,""source"":""prem"",""palabra"":""a"",""reemplazo"":""en""}]"
258,2026-05-14 18:00:43.919691+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,3992,5,,,true,buenos_aires_amba,,[]
259,2026-05-14 18:00:52.021254+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4047,5,,,true,buenos_aires_amba,,[]
260,2026-05-14 18:01:15.245487+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4075,3,,,true,buenos_aires_amba,,"[{""pos"":8,""source"":""hyp"",""palabra"":""prisión"",""reemplazo"":""la carcel""}]"
261,2026-05-14 18:02:02.942452+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4111,5,,,true,buenos_aires_amba,,[]
262,2026-05-14 18:03:00.399683+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4117,5,,,true,buenos_aires_amba,,[]
263,2026-05-14 18:03:32.080295+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4157,,,,,,,"[{""pos"":8,""source"":""hyp"",""palabra"":""Newsweek""}]"
264,2026-05-14 18:03:32.257489+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4157,1,,,true,buenos_aires_amba,,"[{""pos"":8,""source"":""hyp"",""palabra"":""Newsweek"",""reemplazo"":""El clarin""},{""pos"":15,""source"":""hyp"",""palabra"":""Amadou"",""reemplazo"":""nombre""},{""pos"":16,""source"":""hyp"",""palabra"":""Diallo."",""reemplazo"":""argentino""}]"
265,2026-05-14 18:08:39.256754+00,910f902f-6a60-493a-b15c-7dfa887afede,4223,,,,true,buenos_aires_amba,,"[{""pos"":3,""source"":""hyp"",""palabra"":""puramente""}]"
266,2026-05-14 18:16:42.577031+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4223,5,,,true,buenos_aires_amba,,[]
267,2026-05-14 18:34:16.229571+00,910f902f-6a60-493a-b15c-7dfa887afede,4288,5,,,true,buenos_aires_amba,,[]
268,2026-05-14 18:56:07.456419+00,910f902f-6a60-493a-b15c-7dfa887afede,4348,1,Muy inglesas!,,true,buenos_aires_amba,,"[{""pos"":0,""source"":""prem"",""palabra"":""Walcott""},{""pos"":15,""source"":""prem"",""palabra"":""Walcott""},{""pos"":20,""source"":""prem"",""palabra"":""The""},{""pos"":21,""source"":""prem"",""palabra"":""Bounty""},{""pos"":3,""source"":""hyp"",""palabra"":""Walcott""}]"
269,2026-05-14 18:57:01.141793+00,910f902f-6a60-493a-b15c-7dfa887afede,4409,3,,,,,,[]
270,2026-05-14 18:57:23.181453+00,910f902f-6a60-493a-b15c-7dfa887afede,4556,2,,,,,,"[{""pos"":8,""source"":""hyp"",""palabra"":""forasteros."",""reemplazo"":""extranjeros""}]"
271,2026-05-14 19:19:35.107244+00,910f902f-6a60-493a-b15c-7dfa887afede,4641,,,,,,,"[{""pos"":7,""source"":""prem"",""palabra"":""audiencias""}]"
272,2026-05-14 19:28:21.63665+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4641,2,,,true,buenos_aires_amba,,"[{""pos"":10,""source"":""hyp"",""palabra"":""discurso.""},{""pos"":25,""source"":""prem"",""palabra"":""embellecerlos.""}]"
273,2026-05-14 19:35:40.262802+00,210602e6-29e9-425e-b55a-c85f522d998b,4641,4,,,true,buenos_aires_amba,,"[{""pos"":1,""source"":""prem"",""palabra"":""oradores""},{""pos"":12,""source"":""prem"",""palabra"":""trasladar""},{""pos"":25,""source"":""prem"",""palabra"":""embellecerlos.""}]"
274,2026-05-14 19:39:03.699615+00,210602e6-29e9-425e-b55a-c85f522d998b,4672,3,,,true,buenos_aires_amba,,"[{""pos"":8,""source"":""prem"",""palabra"":""frente""},{""pos"":19,""source"":""prem"",""palabra"":""mí""},{""pos"":5,""source"":""hyp"",""palabra"":""altar.""}]"
275,2026-05-14 19:39:51.008524+00,210602e6-29e9-425e-b55a-c85f522d998b,4719,1,,,true,buenos_aires_amba,,"[{""pos"":4,""source"":""prem"",""palabra"":""pandemonium;""},{""pos"":11,""source"":""prem"",""palabra"":""proliferan""},{""pos"":18,""source"":""prem"",""palabra"":""condominio,""},{""pos"":19,""source"":""prem"",""palabra"":""barbacoas""},{""pos"":37,""source"":""prem"",""palabra"":""neologismo.""}]"
276,2026-05-14 19:51:51.719709+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4672,,,,true,buenos_aires_amba,,"[{""pos"":5,""source"":""hyp"",""palabra"":""altar.""}]"
277,2026-05-14 19:51:52.49314+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4672,4,,,true,buenos_aires_amba,,[]
278,2026-05-14 19:51:57.049975+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4719,,,,,,,"[{""pos"":4,""source"":""prem"",""palabra"":""pandemonium;""}]"
279,2026-05-14 19:51:57.386424+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4719,1,,,true,buenos_aires_amba,,"[{""pos"":4,""source"":""prem"",""palabra"":""pandemonium;""},{""pos"":11,""source"":""prem"",""palabra"":""proliferan""},{""pos"":37,""source"":""prem"",""palabra"":""neologismo.""}]"
280,2026-05-14 20:00:37.350687+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4722,5,,,true,buenos_aires_amba,,[]
281,2026-05-14 20:00:40.03602+00,4b4e1908-a9de-4b46-af8b-aae3d1b8f237,4806,3,,,true,buenos_aires_amba,,[]
